IdEntidad,Nit,RazónSocial,Departamento,Municipio,Dirección,CódigoPostal,Teléfono,Fax,email,PáginaWeb,ÁmbitoSIIF
213105631,890980331:6,Sabaneta,DEPARTAMENTO DE ANTIOQUIA,SABANETA,CARRERA 46 NUMERO 75 SUR 36,055450,094-2880098,094-2889252,contabilidad@sabaneta.gov.co,http://www.sabaneta.gov.co,No
213115131,891801796:4,Caldas - Boyacá,DEPARTAMENTO DE BOYACA,CALDAS (BOYACA),CARRERA 3 2 09,154660,098-7265831,098-7265831,alcaldia@caldas-boyaca.gov.co,http://www.caldas-boyaca.gov.co,No
213115531,891801368:5,Pauna,DEPARTAMENTO DE BOYACA,PAUNA,CARRERAA 5 6 68,154801,098-7253255,098-7253270,alcaldia@pauna-boyaca.gov.co,http://www.pauna-boyaca.gov.co,No
213208832,800053552:3,Tubará,DEPARTAMENTO DE ATLANTICO,TUBARA,CALLE 5 # 3-14,081020,035-8737007,095-8737007,contactenos@tubara-atlantico.gov.co,http://www.tubara-atlantico.gov.co,No
213215232,800099723:4,Chíquiza (San Pedro de Iguaque),DEPARTAMENTO DE BOYACA,CHIQUIZA,CALLE 3 N° 3 -08,154020,098-7426822,098-7426822,alcaldia@chiquiza-boyaca.gov.co,http://www.chiquiza-boyoca.gov.co,No
213215332,800099202:9,Güicán,DEPARTAMENTO DE BOYACA,GUICAN,CARRERA 5 2 85,151440,"098-7880296,7897221,7881662","098-7881662,7897274",alcaldia@guican-boyaca.gov.co,http://www.guican-boyaca.gov.co,No
213215632,800028517:1,Saboyá,DEPARTAMENTO DE BOYACA,SABOYA,CARRERAA 9 6 60,154601,"098-7255123,7255145,7255424",098-7255123,hacienda@saboya-boyaca.gov.co,http://www.saboya-boyaca.gov.co,No
213215832,800099639:3,Tununguá,DEPARTAMENTO DE BOYACA,TUNUNGUA,CALLE 2  2  15,154680,098-7265931,098-7265931,alcaldia@tunungua-boyaca.gov.co,http://www.tunungua-boyaca.gov.co,No
213219532,891502194:8,Patía (El Bordo),DEPARTAMENTO DE CAUCA,PATIA (EL BORDO),CARRERA 3 4 37 BRR EL BORDO,195508,092-8261024,092-8262008,alcaldia@patia-cauca.gov.co,http://www.patia-cauca.gov.co,No
213220032,892301541:1,Astrea,DEPARTAMENTO DE CESAR,ASTREA,CARRERA 2 No. 7-31,201040,095-5260230,095-5260230,alcaldia@astrea-cesar.gov,http://www.astrea-cesar.gov.co/,No
213241132,891118119:9,Campoalegre,DEPARTAMENTO DE HUILA,CAMPOALEGRE,CALLE 18 NO. 7 - 32,413020,098-988380090,098-988380088,hacienda-tesoreria@campoalegre-huila.gov.co,http://www.campoalegre-huila.gov.co,No
213268132,890210967:7,California,DEPARTAMENTO DE SANTANDER,CALIFORNIA,CARRERA 6 NO 4-22,680511,097-6298259,097-6298260,alcaldia@california-santander.gov.co,http://www.california-santander.gov.co,No
213268432,890205229:1,Málaga,DEPARTAMENTO DE SANTANDER,MALAGA,CALLE 12 N0 8 -51,682011,097-6615339,097-6615339,secrehacienda@malaga-santander.gov.co,http://www.malaga-santander.gov.co,No
213308433,890114335:1,Malambo,DEPARTAMENTO DE ATLANTICO,MALAMBO,CALLE 11 CARRERA 17 ESQUINA,083021,095-3761600,095-3767471,contabilidad@malambo-atlantico.gov.co,http://www.malambo-atlantico.gov.co,No
213313433,800095514:3,Mahates,DEPARTAMENTO DE BOLIVAR,MAHATES,Cra 37 #18-05 Plaza Principal,131040,"095-6396515,296500,296515",095-6396515,alcaldia@mahates-bolivar.gov.co,http://mahates-bolivar.gov.co,No
213315533,800065411:5,Paya,DEPARTAMENTO DE BOYACA,PAYA,CALLE 3 N 3 45,151820,098-6359360,098-098359360,tesoreria@paya-boyaca.gov.co,http://www.paya-boyaca.gov.co,No
213317433,890802505:9,Manzanares,DEPARTAMENTO DE CALDAS,MANZANARES,CARRERAA 4 # 5-60,433999,"096-8550042,8550022,8550672,8550185",096-8550022,despeachoalcalde@manzanares-caldas.gov.co,http://www.manzanares-caldas.gov.co,No
213319533,817000992:5,Piamonte,DEPARTAMENTO DE CAUCA,PIAMONTE,Villa Los Prados,194550,031-3102519109,092-5223237,alcaldia@piamonte-cauca.gov.co,http://municipiopiamonte.com,No
213352233,800099072:8,Cumbitara,DEPARTAMENTO DE NARIÑO,CUMBITARA,CARRERAA 5 3-66 BARRIO BELEN CUMBITARA,526560,000-3148324913,092-7265543,tesoreria@cumbitara-narino.gov.co,http://www.cumbitara-narino.gov.co,No
213368533,800099819:2,Páramo,DEPARTAMENTO DE SANTANDER,PARAMO,CARRERA 3 N 3 40,683521,"097-7258910,7258929,258910",097-7258910,tesoreria@paramo-santander.gov.co,http://www.paramo-santander.gov.co,No
213370233,823002595:5,El Roble,DEPARTAMENTO DE SUCRE,EL ROBLE,CARRERA 6 # 6 - 10  -- EL ROBLE,705050,095-2801230,095-2810721,CONTACTENOS@ELROBLE-SUCRE.GOV.CO,http://alcaldiadelroble.gov.co,No
213376233,800100514:5,Dagua,DEPARTAMENTO DE VALLE DEL CAUCA,DAGUA,CARRERAA 10 NO. 9-30,760520,092-2450276,092-2450276,informatica@dagua-valle.gov.co,http://dagua-valle.gov.co,No
213405034,890980342:7,Andes,DEPARTAMENTO DE ANTIOQUIA,ANDES,CALLE 49 49 A 39,056060,"094-8414355,8414101",094-8414590,hacienda@andes-antioquia.gov.co,http://andes-antioquia.gov.co,No
213405134,890982147:6,Campamento,DEPARTAMENTO DE ANTIOQUIA,CAMPAMENTO,CARRERA 10 9-30,052020,094-8614020,094-8614022,alcaldia@campamento-antioquia.gov.co,http://www.campamento-antioquia.gov.co,No
213405234,890980094:5,Dabeiba,DEPARTAMENTO DE ANTIOQUIA,DABEIBA,MUNICIPIO DE DABEIBA,057430,604-3009125415,604-8590041,hacienda@dabeiba-antioquia.gov.co,http://www.dabeiba-antioquia.gov.co,No
213408634,890115982:1,Sabanagrande,DEPARTAMENTO DE ATLANTICO,SABANAGRANDE,CALLE 7 N 5-10,083040,095-8791370,095-8791216,secretariadehacienda@sabanagrande-atlantico.gov.co,http://municipio de sabanagrande,No
213476834,891900272:1,Tuluá,DEPARTAMENTO DE VALLE DEL CAUCA,TULUA,CALLE 25 CON CARRERA 25 ESQUINA,763022,092-2339300,092-2339318,contabilidad@tulua.gov.co,http://www.tulua.gov.co,No
213515135,800028393:3,Campohermoso,DEPARTAMENTO DE BOYACA,CAMPOHERMOSO,CARRERA 5 N 2 -23,152640,098-7500813,098-7500813,tesoreria@campohermoso-boyaca.gov.co,http://www.campohermoso-boyaca.gov.co/,No
213515835,891801787:8,Turmequé,DEPARTAMENTO DE BOYACA,TURMEQUE,CALLE N° 4 -65,153630,"098-7326380,7326025",098-7326380,tesoreria@turmeque-boyaca.gov.co,http://www.turmeque-boyaca.gov.co,No
213525035,890680097:1,Anapoima,DEPARTAMENTO DE CUNDINAMARCA,ANAPOIMA,CALLE 2 3 36,252640,091-8993436,091-8993436,hacienda@anapoima-cundinamarca.gov.co,http://www.anapoima-cundinamarca.gov.co,No
213525335,800094701:1,Guayabetal,DEPARTAMENTO DE CUNDINAMARCA,GUAYABETAL,CARRERAA 3 3 13,251850,"091-8495001,8495017,8495001",091-8495001,tesoreria@guayabetal-cundinamarca.gov.co,http://www.guayabetal-cundinamarca.gov.co,No
213525535,890680154:1,Pasca,DEPARTAMENTO DE CUNDINAMARCA,PASCA,CARRERAA 1 # 2-06,252201,"091-8688009,688086,688009",091-8688086,secretariadehacienda@pasca-cundinamarca.gov.co,http://www.pasca-cundinamarca.gov.co/,No
213527135,800239414:5,El Cantón de San Pablo (Managrú),DEPARTAMENTO DE CHOCO,EL CANTON DE SAN PABLO (MANAGRU),BARRIO DIVINO NIÑO,272040,"094-6708044,702326,",094-6708044,tesoreria@elcantondesanpablo-choco.gov.co,http://www.elcantondesanpablo-choco.gov.co/,No
213544035,839000360:0,Albania - Guajira,DEPARTAMENTO DE GUAJIRA,ALBANIA (GUAJIRA),CARRERA 4 NO. 4 - 48,443001,095-7491560,095-7286433,secretariahacienda@albania-laguajira.gov.co,http://www.alcaldiadealbania.gov.co,No
213552435,800099108:4,Mallama (Piedrancha),DEPARTAMENTO DE NARIÑO,MALLAMA (PIEDRANCHA),Alcaldia municipal,525060,092-3148508602,092-7753358,majaesqu@gmail.com,http://www.mallama-narino.gov.co/index.shtml#3,No
213552835,891200916:2,Tumaco,DEPARTAMENTO DE NARIÑO,TUMACO,calle mosquera esquina edf alcaldia,528502,602-7271201,602-7271201,contactenos@tumaco-narino.gov.co,http://tumaco-narino.gov.co,No
213568235,890270859:6,El Carmen de Chucurí,DEPARTAMENTO DE SANTANDER,EL CARMEN DE CHUCURI,CARRERAA 3 # 4-30 PARQUE PRINCIPAL,686561,097-6140580,097-6140580,alcaldia@elcarmen-santander.gov.co,http://www.elcarmen-santander.gov.co,No
213570235,800049826:0,Galeras,DEPARTAMENTO DE SUCRE,GALERAS,CALLE 11 CARRERA 12 25 SEC CENTRO,702050,095-2893020,095-2893020,alcaldia@galeras-sucre.gov.co,http://www.galeras-sucre.gov.co,No
213605036,890981493:5,Angelópolis,DEPARTAMENTO DE ANTIOQUIA,ANGELOPOLIS,CALLE 10 NO 5-12,055830,094-8421793,094-8421196,hacienda@angelopolis-antioquia.gov.co,http://www.angelopolis-antioquia.gov.co,No
213605736,890981391:2,Segovia,DEPARTAMENTO DE ANTIOQUIA,SEGOVIA,Palacio Municipal Parque Principal,052810,604-8315860,604-8315860,alcaldesegovia@hotmail.com,http://www.segovia.gov.co,No
213608436,800019218:4,Manatí,DEPARTAMENTO DE ATLANTICO,MANATI,CALLE 7A NO. 4B-25,085020,095-8719017,095-8719017,alcaldia@manati-atlantico.gov.co,http://www.manati-atlantico.gov.co,No
213613836,890481149:0,Turbaco,DEPARTAMENTO DE BOLIVAR,TURBACO,Plaza principal,131001,005-3205670442,095-6555289,contabilidad@turbaco-bolivar.gov.co,http://www.turbaco-bolivar.gov.co,No
213615236,800131177:9,Chivor,DEPARTAMENTO DE BOYACA,CHIVOR,"CRA 4 No 5-26 PALACIO MUNICIPAL, MUNICIPIO DE CHIVOR",153001,095-7533038,095-7533001,chivormunicipio@yahoo.com,http://www.chivor-boyaca.gov.co,No
213625436,800094711:3,Manta,DEPARTAMENTO DE CUNDINAMARCA,MANTA,CARRERA 6 NO. 2 - 27,250830,091-1000000,091-1000000,alcaldia@manta-cundinamarca.gov.co,http://www.manta-cundinamarca.gov.co/,No
213625736,899999415:2,Sesquilé,DEPARTAMENTO DE CUNDINAMARCA,SESQUILE,CARRERAA 6 N 5-19,251050,"091-8568104,8568130,8568421",091-8568130,sesquile@sesquile-cundinamarca.gov.co,http://www.sesquile-cundinamarca.gov.co,No
213652036,800099055:2,Ancuya,DEPARTAMENTO DE NARIÑO,ANCUYA,CALLEL 2 3-59 BRR LIBERTAD,526001,092-7266547,092-7266547,alcaldia@ancuya-narino.gov.co,http://www.ancuya-narno.gov.co/,No
213673236,890702026:3,Dolores,DEPARTAMENTO DE TOLIMA,DOLORES,Calle 3 7-14 Parque Principal,734540,310-5748530,098-2268131,hacienda@dolores-tolima.gov.co,http://www.dolores-tolima.gov.co,No
213676036,891900443:4,Andalucía,DEPARTAMENTO DE VALLE DEL CAUCA,ANDALUCIA,CARRERA 4 CALLE 12 ESQUINA,763017,"092-2235176,2235195",092-2235205,hacienda@andalucia-valle.gov.co,http://andalucia-valle.gov.co,No
213676736,800100527:0,Sevilla,DEPARTAMENTO DE VALLE DEL CAUCA,SEVILLA,CALLE 51 NO. 50 10,762530,"092-2196903,2197799,2197906",092-2197895,alcaldia@sevilla-valle.go.co,http://www.sevilla-valle.gov.co,No
213681736,800102799:6,Saravena,DEPARTAMENTO DE ARAUCA,SARAVENA,CALLE 27 NO. 15-50 BARRIO CENTRO,815010,"097-8892055,8891226,8891229",097-8991465,alcaldia@saravena-arauca.gov.co,http://www.saravena-arauca.gov.co,No
213685136,800103657:3,La Salina,DEPARTAMENTO DE CASANARE,LA SALINA,CARRERAA 5 NO 3-20,851010,578-6361192,578-6361192,alcaldia@lasalina-casanare.gov.co,http://www.concejo-lasalina-casanare.gov.co/,No
213705237,890984043:8,Don Matías,DEPARTAMENTO DE ANTIOQUIA,DON MATIAS,CARRERA 30 29 59,051850,054-8663243,054-8663707,alcaldia@donmatias-antioquia.gov.co,http://www.donmatias-antioquia.gov.co,No
213705837,890981138:5,Turbo,DEPARTAMENTO DE ANTIOQUIA,TURBO,KM 1 VIA HACIA APARTADO,057860,094-8273273,094-3872373,contabilidad@turbo-antioquia.gov.co,http://www.turbo.gov.co,No
213708137,800094462:4,Campo de la Cruz,DEPARTAMENTO DE ATLANTICO,CAMPO DE LA CRUZ,CALLE 6 Nº 10-106,084040,095-8797318,095-8797318,alcaldia.campodelacruz@gmail.com,http://www.campodelacruz-atlantico.gov.co,No
213715537,891855015:2,Paz del Río,DEPARTAMENTO DE BOYACA,PAZ DE RIO,CARRERA 3 NO. 7-50,150680,"098-7865125,7865142,",098-7865133,alcaldia@pazderio-boyaca.gov.co ,http://www.pazderio-boyaca.gov.co,No
213715837,800027292:3,Tuta,DEPARTAMENTO DE BOYACA,TUTA,Calle 5  6 - 41,150401,098-7351368,098-7351209,secretariahacienda@tuta-boyaca.gov.co,http://www.tuta-boyaca.gov.co,No
213719137,891501723:1,Caldono,DEPARTAMENTO DE CAUCA,CALDONO,"Edificio la Alcadía  Caldono,EDIFICIO EL CAM FRENTE AL PARQUE PRINCIPAL- CALDONO",192040,602-8473484,602-8473484,contactenos@caldono-cauca.gov.co,http://www.caldono-cauca.gov.co/index.shtml,No
213805038,890982141:2,Angostura,DEPARTAMENTO DE ANTIOQUIA,ANGOSTURA,CALLE11 NO.9-38 ,051810,094-8645161,095-8525034,gobierno@angostura-antioquia.gov.co,http://www.angostura-antioquia.gov.co/,No
213805138,890982238:8,Cañasgordas,DEPARTAMENTO DE ANTIOQUIA,CAÑASGORDAS,CALLA 25 # 29 A 03,057060,"094-4140385,4140397",094-3814349,gobierno@canasgordas-antioquia.gov.co,http://www.canasgorgas-antioquia.gov.co,No
213808638,800094844:4,Sabanalarga - Atlántico,DEPARTAMENTO DE ATLANTICO,SABANALARGA (ATLANTICO),Calle 21  18 - 46,085001,095-8782171,095-8782171,contabilidad@sabanalarga-atlantico.gov.co,http://www.sabanalarga-atlantico.gov.co/,No
213813838,890481324:3,Turbaná,DEPARTAMENTO DE BOLIVAR,TURBANA,Alcaldia Municipal Plaza Principal,131010,"095-6275030,6295030,295030",095-000294330,marmolejorodrigueznelson@yahoo.com.co,http://,No
213815238,891855138:1,Duitama,DEPARTAMENTO DE BOYACA,DUITAMA,CALLE 15  15 - 15 PISO 1  ESQUINA EDIFICIO CENTRO ADMINISTRATIVO,150461,"098-7602641,7602642,7604682",098-7601192,contabilidad@duitama-boyaca.gov.co,http://www.duitama-boyaca.gov.co,No
213815638,800019846:1,Sáchica,DEPARTAMENTO DE BOYACA,SACHICA,CARRERA 4 NO. 3 - 41,153880,"098-7342149,7342021",098-7342149,tesoreria@sachica-boyaca.gov.co,http://www.sachica.gov.co,No
213820238,800096587:5,El Copey,DEPARTAMENTO DE CESAR,EL COPEY,KRA 16 9 10 B CENTRO,201010,318-5935183,318-5935183,desdespachomunicipal@elcopey-cesar.gov.co,http://www.elcopey-cesar.gov.co,No
213825438,899999470:8,Medina,DEPARTAMENTO DE CUNDINAMARCA,MEDINA,CALLE 13 NO 6-55,251420,091-038768064,091-038768064,financiera@medina-cundinamarca.gov.co,http://www.medina-cundinamarca.gov.co,No
213852838,800099152:9,Túquerres,DEPARTAMENTO DE NARIÑO,TUQUERRES,CARRERA 14 CALLE 16 ESQUINA,525520,092-7282011,092-7280874,contabilidad@tuquerres-narino.gov.co,http://www.tuquerres-narino.gov.co,No
213915839,800099635:4,Tutasá,DEPARTAMENTO DE BOYACA,TUTASA,CARRER 3 NO 3-17,150660,098-7708045,098-7708045,drcontadorp@gmail.com,http://www.tutaza-boyaca.gov.co,No
213925339,800094704:1,Gutiérrez,DEPARTAMENTO DE CUNDINAMARCA,GUTIERREZ,CALLE 5 4 20,251860,091-8489006,091-8489006,contactenos@gutierrez-cundinamarca.gov.co,http://www.gutierrez-cundinamarca.gov.co,No
213925839,899999385:1,Ubalá,DEPARTAMENTO DE CUNDINAMARCA,UBALA,CARRERA 3 2 38,251260,091-8537000,091-8537007,tesoreria@ubala-cundinamarca.gov.co,http://www.ubala-cundinamarca.gov.co,No
213954239,800099237:6,Durania,DEPARTAMENTO DE NORTE DE SANTANDER,DURANIA,AV 2 NO. 8-57 EDIFICIO PALACIO MUNICIPAL,544510,"097-5664254,5664257",097-5664254,marlon.j.duran@gmail.com,http://www.durania-nortedesantander.gov.co,No
213985139,800008456:3,Maní,DEPARTAMENTO DE CASANARE,MANI,CALLE 18 3 80,854010,321-2347843,098-6831017,hacienda@mani-casanare.gov.co,http://www.mani-casanare.gov.co,No
214005040,890982489:1,Anorí,DEPARTAMENTO DE ANTIOQUIA,ANORI,MUNICIPIO DE ANORÍ,052850,094-8350622,094-8350118,tesoreria@anori-antioquia.gov.co,http://www.anori-antioquia.gov.co,No
214005240,890983664:7,Ebéjico,DEPARTAMENTO DE ANTIOQUIA,EBEJICO,CALLE 18 21 17,055810,094-8562016,094-8562190,contactenos@ebejico-antioquia.gov.co,http://www.ebejico.gov.co,No
214005440,890983716:1,Marinilla,DEPARTAMENTO DE ANTIOQUIA,MARINILLA,CALLE 30 NO. 30-13,054020,094-5484410,094-5484410,contactenos@marinilla.gov.co,http://www.marinilla-antioquia.gov.co,No
214013140,890481362:3,Calamar - Bolívar,DEPARTAMENTO DE BOLIVAR,CALAMAR (BOLIVAR),CALLE 20 N° 2-06,131540,095-6208398,095-6208398,alcaldia@calamar-bolivar.gov.co,http://www.calamar-bolivar.gov.co,No
214013440,800095511:1,Margarita,DEPARTAMENTO DE BOLIVAR,MARGARITA,Alcaldia municipal calle principal,133020,095-3114147749,"095-6823101,",alcaldia@margarita-bolivar.gov.co,http://margarita-bolivar.gov.co,No
214015740,891801911:5,Siachoque,DEPARTAMENTO DE BOYACA,SIACHOQUE,CARRERAA 6 N 3-41,153460,098-7319168,098-7319168,omasoto10@gmail.com,http://www.siachoque-boyaca.gov.co/,No
214025040,899999426:3,Anolaima,DEPARTAMENTO DE CUNDINAMARCA,ANOLAIMA,Alcaldía Municipal,253040,"091-8454001,8454000,454001",091-8454101,zabaleta28@hotmail.com,http://www.anolaima-cundinamarca.gov.co/,No
214025740,899999372:4,Sibaté,DEPARTAMENTO DE CUNDINAMARCA,SIBATE,CARRERA 8 CALLE 10 - 01,250070,"091-7250934,7250106,7250934",091-7250106,alcadia@sibate-cundinamarca.gov.co,http://www.sibate-cundinamarca.gov.co,No
214052240,800199959:4,Chachagüí,DEPARTAMENTO DE NARIÑO,CHACHAGUI,CALLE 3 NO 4-60 BARRIO OFICIAL,413020,"092-7328137,7328138",092-7328138,alcaldia@chachagui-narino.gov.co,http://www.chachagui-narino.gov.co/,No
214052540,800020324:9,Policarpa,DEPARTAMENTO DE NARIÑO,POLICARPA,CALLE 4 3-08,527001,092-7265615,092-7265615,contactenos@policarpa-narino.gov.co,http://alcaldia municipal de policarpa,No
214066440,800099317:7,Marsella,DEPARTAMENTO DE RISARALDA,MARSELLA,CALLE 9 NO 9 - 12,661040,096-3685178,096-3685178,alcaldia@marsella-risaralda.gov.co,http://www.marsella-risaralda.gov.co,No
214091540,800103161:2,Puerto Nariño,DEPARTAMENTO DE AMAZONAS,PUERTO NARIÑO,PUERTO NARIÑO - AMAZONAS,911018,314-4447858,314-4447858,joluni32@hotmail.com,http://www.puertonorino-amazonas.gov.co,No
214105541,890980917:1,El Peñol - Antioquia,DEPARTAMENTO DE ANTIOQUIA,EL PEÑOL (ANTIOQUIA),CARRERA 18 # 02 - 91 PALACIO MUNICIPAL - PLAZA DE BOLIVAR,053850,"094-8515851,8515855,8553904",094-8363855,alcaldia@elpenol-antioquia.gov.co,http://www.elpenol-antioquia.gov.co,No
214108141,800094466:3,Candelaria - Atlántico,DEPARTAMENTO DE ATLANTICO,CANDELARIA (ATLANTICO),Calle 12   11 69  Plaza principal,084020,095-8734604,095-8734604,alcaldiacandelariaatlco@yahoo.es,http://,No
214117541,890801137:7,Pensilvania,DEPARTAMENTO DE CALDAS,PENSILVANIA,CARRERAA 6 # 4-06,173060,096-8555153,096-8555171,contactenos@pensilvania-caldas.gov.co,http://www.pensilvania-caldas.gov.co,No
214125841,800095568:0,Ubaque,DEPARTAMENTO DE CUNDINAMARCA,UBAQUE,PALACIO MUNICIPAL CARRERAA 3 N 2 46,251601,"091-8487001,3,487001",091-8487001,secretariahacienda@ubaque-cundinamarca.gov.co,http://www.ubaque-cundinamarca.gov.co/,No
214147541,891780048:1,Pedraza,DEPARTAMENTO DE MAGDALENA,PEDRAZA,CARRERA 5 # 1-05,476040,"095-6348228,3513325,",095-3783321,contactenos@pedraza-magdalena.gov.co,http://www.pedraza-magdalena.gov.co,No
214176041,800100532:8,Ansermanuevo,DEPARTAMENTO DE VALLE DEL CAUCA,ANSERMANUEVO,CARRERAA 4 CALLE NO7-09,762010,"092-2052118,2052183",092-2052418,alcaldia@ansermanuevo-valle.gov.co,http://www.ansermanuevo-valle.gov.co,No
214205042,890907569:1,Santa Fe de Antioquia,DEPARTAMENTO DE ANTIOQUIA,SANTAFE DE ANTIOQUIA,CARRERA 9 N° 9 - 22 (PARQUE PRINCIPAL),057050,"094-8531136,8531152,8531793",094-8531101,alcaldia@santafedeantioquia-antioquia.gov.co,http://www.santafedeantioquia-antioquia.gov.co/,No
214205142,890981107:7,Caracolí,DEPARTAMENTO DE ANTIOQUIA,CARACOLI,CARACOLI,053450,094-8336026,094-8336026,alcalda@caracoli-antioquia.gov.co,http://www.caracoli-antioquia.gov.co,No
214205642,890980577:0,Salgar,DEPARTAMENTO DE ANTIOQUIA,SALGAR,CALLE 29 30 17,056470,"094-8442357,8442213,8443252",094-8442081,hacienda@salgar-antioquia.gov.co,http://www.salgar-antioquia.gov.co,No
214205842,890984575:4,Uramita,DEPARTAMENTO DE ANTIOQUIA,URAMITA,CALLE 20 NRO 17-34,057440,094-8574131,094-8574240,alcaldia@uramita-antioquia.gov.co,http://www.uramita-antioquia.gov.co/,No
214213042,806001937:4,Arenal,DEPARTAMENTO DE BOLIVAR,ARENAL,CALLE 13 5-74,134527,"095-6652242,5652245,6652245",095-6652245,contactenos@arenal-bolivar.gov.co,http://www.arenal-bolivar.gov.co,No
214213442,800095466:8,María la Baja,DEPARTAMENTO DE BOLIVAR,MARIA LA BAJA,Alcaldia Municipal,131060,095-6260592,095-6260592,contactenos@marialabaja-bolivar.gov.co,http://www.marialabaja_bolivar.gov.co,No
214215442,800024789:8,Maripí,DEPARTAMENTO DE BOYACA,MARIPI,CARRERA 5 3 30 BRR ALCALDIA,154820,098-3118201739,098-3125253272,tesoreria@maripi-boyaca.gov.co,http://www.maripi-boyaca.gov.co,No
214215542,891856464:0,Pesca,DEPARTAMENTO DE BOYACA,PESCA,CARRERA 5 N° 4-53,152460,098-7784069,098-7784069,secretariadehacienda@pesca-boyaca.gov.co,http://www.pesca-boyaca.gov.co,No
214215842,800099631:5,Úmbita,DEPARTAMENTO DE BOYACA,UMBITA,Palacio municipal,153240,098-7305000,098-7305002,bacruz08@gmail.com,http://www.umbita-boyaca.gov.co,No
214217042,890801139:1,Anserma de los Caballeros,DEPARTAMENTO DE CALDAS,ANSERMA,CALLE 7 ENTRE CARRERAS 4 Y 5,177080,"096-8536430,8532052,8536958",096-8536966,hacienda@anserma-caldas.gov.co,http://www.anserma-caldas.gov.co,No
214217442,890801145:6,Marmato,DEPARTAMENTO DE CALDAS,MARMATO,Plaza Principal,178007,096-3165284019,096-3165284019,alcaldia@marmato-caldas.gov.co,http://marmato-caldas.gov.co,No
214219142,891501292:7,Caloto,DEPARTAMENTO DE CAUCA,CALOTO,CALLE 12 4 67,191070,092-8258336,092-8258337,alcaldia@caloto-cauca.gov.co,http://www.caloto-cauca.gov.co,No
214270742,800100747:4,Sincé,DEPARTAMENTO DE SUCRE,SINCE,Carrera  11   8-10,702070,095-2895207,095-2895207,alcaldia@since-sucre.gov.co,http://www.since-sucre.gov.co,No
214305543,890982301:4,Peque,DEPARTAMENTO DE ANTIOQUIA,PEQUE,CALLE 10 #9 43,057010,604-8552229,604-8552223,hacienda@peque-antioquia.gov.co,http://www.peque.gov.co,No
214319743,800095986:6,Silvia,DEPARTAMENTO DE CAUCA,SILVIA,CALLE 9 2-49,192070,"092-8251108,8251168,8251008",092-8251108,hacienda@silvia-cauca.gov.co,http://www.silvia-cauca.gov.co,No
214320443,892301761:5,Manaure (Balcón del Cesar),DEPARTAMENTO DE CESAR,MANAURE (BALCON DEL CESAR),CALLE 3  6A 78,202001,095-5790592,095-5790591,alcaldia@manaurebalcondelcesar-cesar.gov.co,http://www.manaurebalcondelcesar-cesar.gov.co/,No
214325743,890680437:0,Silvania,DEPARTAMENTO DE CUNDINAMARCA,SILVANIA,DIAGONAL 10 NO 6-04 PARQUE PRINCIPAL,252240,"091-684007,6843556840071",091-684055,alcaldia@silvania-cundinamarca.gov.co,http://www.silvania-cundinamarca.gov.co,No
214325843,899999281:2,Ubaté,DEPARTAMENTO DE CUNDINAMARCA,UBATE,CARRERAA 7 N 6-41,250430,"091-8553303,8553820,",091-8553820,secretariadehacienda@ubate-cundinamarca.gov.co,http://ubate-cundinamarca.gov.co,No
214354743,890506128:6,Santo Domingo de Silos,DEPARTAMENTO DE NORTE DE SANTANDER,SILOS,CARRERA 3 NO. 5-50 BARRIO CENTRO,544050,"975-676001,676039",999-5676039,alcaldia@santodomingodesilos-nortedesantander.gov.co,http://www.santodomingodesilos-nortedesantander.gov.co,No
214373043,890702018:4,Anzoátegui,DEPARTAMENTO DE TOLIMA,ANZOATEGUI,CALLE 13 CARRERAA. 2  # 1- 11,730540,098-2810088,098-2810091,secretariagobierno@anzoategui-tolima.gov.co,http://www.anzoategui-tolima.gov.co/,No
